Ax, Ay, Az, Timestamp
129,101,131, 2023-09-18 11:25:21 AM
129,101,130, 2023-09-18 11:25:21 AM
128,102,131, 2023-09-18 11:25:21 AM
129,101,130, 2023-09-18 11:25:21 AM
129,101,130, 2023-09-18 11:25:21 AM
129,101,130, 2023-09-18 11:25:21 AM
129,101,130, 2023-09-18 11:25:21 AM
129,101,130, 2023-09-18 11:25:21 AM
129,101,131, 2023-09-18 11:25:21 AM
129,102,130, 2023-09-18 11:25:21 AM
129,101,130, 2023-09-18 11:25:21 AM
129,101,130, 2023-09-18 11:25:21 AM
129,101,131, 2023-09-18 11:25:21 AM
129,102,130, 2023-09-18 11:25:21 AM
129,101,130, 2023-09-18 11:25:21 AM
129,101,130, 2023-09-18 11:25:21 AM
129,101,130, 2023-09-18 11:25:21 AM
129,101,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,102,130, 2023-09-18 11:25:22 AM
129,102,130, 2023-09-18 11:25:22 AM
129,102,130, 2023-09-18 11:25:22 AM
128,102,130, 2023-09-18 11:25:22 AM
129,101,131, 2023-09-18 11:25:22 AM
129,101,129, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,102,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,102,130, 2023-09-18 11:25:22 AM
129,102,130, 2023-09-18 11:25:22 AM
129,102,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:22 AM
129,101,130, 2023-09-18 11:25:23 AM
129,101,129, 2023-09-18 11:25:23 AM
129,101,130, 2023-09-18 11:25:23 AM
129,101,130, 2023-09-18 11:25:23 AM
129,101,130, 2023-09-18 11:25:23 AM
128,102,130, 2023-09-18 11:25:23 AM
